,A,B,C,D,E,F
718,out,mainHall,out,out,out,out
719,out,out,out,out,out,out
720,out,mainHall,out,out,out,out
721,out,mainHall,diningHall,hallB,recreationArea,hallB
722,out,out,out,hallD,recreationArea,hallD
723,out,other,out,out,out,out
724,out,mainHall,other,other,exhibition,recreationArea
725,out,out,out,hallD,other,hallD
726,out,mainHall,out,out,out,out
727,out,out,out,hallA,recreationArea,recreationArea
728,out,out,out,hallB,recreationArea,hallA
729,out,mainHall,out,out,out,out
730,out,out,out,out,out,out
731,out,mainHall,diningHall,other,other,hallB
732,out,mainHall,out,out,out,out
733,out,mainHall,out,out,out,out
734,out,mainHall,out,out,out,out
735,out,out,out,hallC,exhibition,recreationArea
736,out,mainHall,other,out,out,out
737,out,mainHall,out,out,out,out
738,out,mainHall,out,out,out,out
739,out,other,other,other,other,out
740,out,out,out,hallC,other,hallD
741,out,mainHall,other,exhibition,other,hallC
742,out,out,out,hallB,other,recreationArea
743,out,mainHall,other,hallB,recreationArea,recreationArea
744,out,out,out,exhibition,other,recreationArea
745,out,mainHall,diningHall,other,recreationArea,hallB
746,out,out,out,hallD,other,hallD
747,out,mainHall,other,hallC,hallA,hallA
748,out,mainHall,other,hallC,other,hallA
749,out,out,out,hallA,hallA,other
750,out,out,out,hallA,other,other
751,out,mainHall,out,out,out,out
752,out,mainHall,other,other,recreationArea,hallD
753,out,other,out,out,out,out
754,out,mainHall,out,out,out,out
755,out,out,out,hallC,other,recreationArea
756,out,mainHall,other,out,out,out
757,out,mainHall,recreationArea,other,other,hallB
758,out,mainHall,out,out,out,out
759,out,mainHall,diningHall,other,recreationArea,hallB
760,out,other,other,other,out,out
761,out,mainHall,diningHall,out,out,out
762,out,mainHall,diningHall,hallD,recreationArea,hallD
763,out,mainHall,other,out,out,out
764,out,mainHall,diningHall,recreationArea,recreationArea,recreationArea
765,out,out,out,hallD,other,hallD
766,out,out,other,other,other,other
767,out,out,out,hallC,hallC,hallD
768,out,other,other,other,out,out
769,out,mainHall,other,hallD,other,hallD
770,out,mainHall,out,out,out,out
771,out,out,out,hallA,hallA,other
772,out,mainHall,out,out,out,out
773,out,mainHall,other,out,out,out
774,out,mainHall,diningHall,hallD,exhibition,hallD
775,out,other,out,out,out,out
776,out,mainHall,diningHall,exhibition,recreationArea,hallD
777,out,mainHall,out,out,out,out
778,out,out,out,exhibition,out,out
779,out,mainHall,out,out,out,out
780,out,mainHall,other,hallA,other,hallB
781,out,out,out,out,out,out
782,out,mainHall,other,out,out,out
783,out,mainHall,other,out,out,out
784,out,mainHall,other,other,other,hallD
785,out,other,other,other,other,out
786,out,out,out,other,exhibition,recreationArea
787,out,out,out,hallC,other,hallC
788,out,out,out,hallC,recreationArea,recreationArea
789,out,mainHall,other,exhibition,recreationArea,recreationArea
790,out,out,out,out,out,out
791,out,out,out,out,out,out
792,out,mainHall,other,exhibition,other,out
793,out,mainHall,out,out,out,out
794,out,out,out,hallA,other,hallA
795,out,out,out,hallC,other,hallC
796,out,mainHall,diningHall,hallD,other,hallD
797,out,mainHall,other,hallC,exhibition,hallC
798,out,out,out,hallB,other,hallA
799,out,out,out,out,out,out
800,out,mainHall,out,out,out,out
801,out,mainHall,out,out,out,out
802,out,out,out,hallB,other,recreationArea
803,out,mainHall,diningHall,hallC,hallC,other
804,out,other,other,other,out,out
805,out,mainHall,out,out,out,out
806,out,mainHall,out,out,out,out
807,out,mainHall,diningHall,hallB,recreationArea,recreationArea
808,out,mainHall,other,hallC,other,hallA
809,out,exhibition,out,out,out,out
810,out,out,out,hallD,recreationArea,recreationArea
811,out,mainHall,out,out,out,out
812,out,mainHall,other,out,out,out
813,out,mainHall,other,hallC,exhibition,other
814,out,other,other,other,other,out
815,out,other,other,other,out,out
816,out,out,out,other,other,hallD
817,out,out,out,hallA,other,hallA
818,out,mainHall,out,out,out,out
819,out,out,out,out,out,out
820,out,mainHall,recreationArea,other,recreationArea,hallB
821,out,exhibition,out,out,out,out
822,out,other,out,out,out,out
823,out,mainHall,diningHall,hallD,exhibition,recreationArea
824,out,other,out,out,out,out
825,out,other,other,other,other,out
826,out,mainHall,other,other,other,recreationArea
827,out,out,out,hallD,recreationArea,recreationArea
828,out,mainHall,out,out,out,out
829,out,mainHall,out,out,out,out
830,out,mainHall,diningHall,hallB,other,hallB
831,out,mainHall,diningHall,other,recreationArea,other
832,out,mainHall,out,out,out,out
833,out,mainHall,other,hallC,recreationArea,hallC
834,out,exhibition,out,out,out,out
835,out,mainHall,out,out,out,out
836,out,mainHall,out,out,out,out
837,out,mainHall,out,out,out,out
838,out,mainHall,out,out,out,out
839,out,mainHall,diningHall,other,other,hallB
840,out,mainHall,diningHall,hallB,recreationArea,other
841,out,mainHall,out,out,out,out
842,out,out,out,hallC,recreationArea,other
843,out,mainHall,diningHall,recreationArea,other,hallB
844,out,out,other,other,other,other
845,out,out,out,out,out,out
846,out,exhibition,out,out,out,out
847,out,mainHall,out,out,out,out
848,out,mainHall,diningHall,exhibition,other,other
849,out,mainHall,out,out,out,out
850,out,mainHall,out,out,out,out
851,out,mainHall,other,out,out,out
852,out,mainHall,other,out,out,out
853,out,mainHall,diningHall,other,other,recreationArea
854,out,out,out,out,out,out
855,out,mainHall,other,hallC,other,other
856,out,out,out,hallA,other,hallA
857,out,mainHall,out,out,out,out
858,out,out,out,hallA,other,hallB
859,out,other,other,other,out,out
860,out,mainHall,other,hallC,recreationArea,recreationArea
861,out,mainHall,other,hallC,other,other
862,out,mainHall,diningHall,other,recreationArea,hallB
863,out,out,out,hallA,other,hallA
864,out,mainHall,diningHall,other,exhibition,hallD
865,out,mainHall,out,out,out,out
866,out,out,out,other,other,hallD
867,out,out,out,out,out,out
868,out,mainHall,diningHall,hallD,recreationArea,recreationArea
869,out,mainHall,diningHall,recreationArea,exhibition,hallD
870,out,mainHall,out,out,out,out
871,out,mainHall,other,out,out,out
872,out,exhibition,out,out,out,out
873,out,mainHall,diningHall,hallB,other,hallB
874,out,mainHall,other,out,out,out
875,out,mainHall,diningHall,other,recreationArea,hallC
876,out,mainHall,other,hallB,recreationArea,hallB
877,out,mainHall,out,out,out,out
878,out,mainHall,mainHall,out,out,out
879,out,mainHall,other,out,out,out
880,out,out,out,out,out,out
881,out,out,out,hallC,exhibition,hallC
882,other,mainHall,out,out,out,out
883,out,exhibition,diningHall,hallB,recreationArea,hallB
884,out,mainHall,diningHall,exhibition,other,recreationArea
885,out,mainHall,other,out,out,out
886,out,mainHall,diningHall,hallC,recreationArea,hallC
887,out,mainHall,out,out,out,out
888,out,mainHall,out,out,out,out
889,out,out,other,exhibition,recreationArea,recreationArea
890,out,mainHall,out,out,out,out
891,out,mainHall,other,other,other,hallC
892,out,mainHall,out,out,out,out
893,out,other,other,other,out,out
894,other,other,other,other,other,other
895,out,mainHall,out,out,out,out
896,out,mainHall,out,out,out,out
897,out,mainHall,other,exhibition,recreationArea,hallD
898,out,mainHall,other,out,out,out
899,out,mainHall,other,hallD,recreationArea,hallD
900,out,mainHall,diningHall,hallD,recreationArea,hallD
901,out,other,other,other,other,out
902,out,mainHall,other,out,out,out
903,out,mainHall,diningHall,hallB,exhibition,hallB
904,out,exhibition,out,out,out,out
905,out,out,out,hallC,other,hallD
906,out,out,out,hallD,other,hallD
907,out,mainHall,other,out,out,out
908,other,other,other,other,other,other
909,out,mainHall,other,other,other,other
910,out,mainHall,out,out,out,out
911,out,out,out,hallB,other,recreationArea
912,out,other,out,out,out,out
913,out,mainHall,other,out,out,out
914,out,other,out,out,out,out
915,out,mainHall,other,other,exhibition,hallD
916,out,mainHall,diningHall,other,exhibition,recreationArea
917,out,out,out,hallA,other,other
918,out,mainHall,out,out,out,out
919,out,mainHall,out,out,out,out
920,out,mainHall,other,hallC,exhibition,hallD
921,out,mainHall,other,hallB,other,other
922,out,out,out,hallD,recreationArea,other
923,out,mainHall,out,out,out,out
924,out,mainHall,diningHall,hallC,recreationArea,hallC
925,out,out,out,hallA,other,other
926,out,out,out,hallD,other,hallD
927,out,out,out,exhibition,other,recreationArea
928,out,out,out,hallC,other,hallD
929,out,out,out,hallD,other,hallD
930,out,mainHall,out,out,out,out
931,out,mainHall,diningHall,exhibition,recreationArea,hallD
932,out,other,other,other,other,other
933,out,other,out,out,out,out
934,out,mainHall,other,out,out,out
935,out,mainHall,other,hallD,recreationArea,hallD
936,out,out,out,hallA,other,hallA
937,out,out,out,hallB,other,other
938,out,mainHall,out,out,out,out
939,out,mainHall,out,out,out,out
940,out,mainHall,other,exhibition,recreationArea,other
941,out,mainHall,other,exhibition,recreationArea,recreationArea
942,out,other,other,other,other,out
943,out,other,out,out,out,out
944,out,mainHall,other,hallC,recreationArea,recreationArea
945,out,mainHall,other,exhibition,exhibition,recreationArea
946,out,mainHall,out,out,out,out
947,out,mainHall,diningHall,hallC,other,hallC
948,out,out,out,other,recreationArea,hallB
949,out,mainHall,diningHall,recreationArea,recreationArea,hallC
950,out,other,other,other,other,out
951,out,mainHall,out,out,out,out
952,out,out,out,hallD,recreationArea,hallD
953,out,out,out,hallA,other,hallA
954,out,mainHall,out,out,out,out
955,out,out,out,other,exhibition,hallA
956,out,out,out,hallC,exhibition,other
957,out,mainHall,out,out,out,out
958,out,mainHall,out,out,out,out
959,out,mainHall,out,out,out,out
960,out,mainHall,diningHall,hallD,hallA,hallD
961,out,mainHall,out,out,out,out
962,out,mainHall,out,out,out,out
963,out,other,out,out,out,out
964,out,other,out,out,out,out
965,out,mainHall,diningHall,hallB,exhibition,other
966,out,mainHall,out,out,out,out
967,out,mainHall,out,out,out,out
968,out,exhibition,out,out,out,out
969,out,mainHall,out,out,out,out
970,out,mainHall,out,out,out,out
971,out,mainHall,diningHall,hallB,other,recreationArea
972,out,mainHall,out,out,out,out
973,out,out,out,out,out,out
974,out,mainHall,diningHall,hallC,recreationArea,recreationArea
975,out,mainHall,diningHall,hallC,recreationArea,other
976,out,mainHall,other,hallD,exhibition,hallD
977,out,mainHall,other,out,out,out
978,out,mainHall,out,out,out,out
979,out,out,out,exhibition,recreationArea,recreationArea
980,out,mainHall,diningHall,hallC,recreationArea,hallA
981,out,mainHall,out,out,out,out
982,out,mainHall,out,out,out,out
983,out,other,out,out,out,out
984,out,out,out,hallC,other,hallC
985,out,mainHall,out,out,out,out
986,other,mainHall,out,out,out,out
987,out,out,out,hallA,other,hallA
988,out,mainHall,other,out,out,out
989,out,mainHall,diningHall,hallD,recreationArea,hallD
990,out,mainHall,out,out,out,out
991,out,mainHall,diningHall,hallD,recreationArea,hallD
992,out,mainHall,out,out,out,out
993,out,mainHall,out,out,out,out
994,out,mainHall,diningHall,exhibition,exhibition,hallD
995,out,exhibition,out,out,out,out
996,out,out,out,hallD,recreationArea,other
997,out,mainHall,out,out,out,out
998,out,mainHall,other,exhibition,other,recreationArea
999,out,mainHall,diningHall,other,exhibition,recreationArea
1000,out,out,out,out,out,out
1001,out,other,out,out,out,out
1002,out,mainHall,diningHall,other,out,out
1003,out,out,out,hallD,other,hallD
1004,out,mainHall,diningHall,hallB,other,hallB
1005,other,other,other,other,other,other
1006,out,mainHall,out,out,out,out
1007,out,mainHall,out,out,out,out
1008,out,mainHall,other,out,out,out
1009,out,mainHall,out,out,out,out
1010,out,out,out,hallD,recreationArea,hallD
1011,out,mainHall,recreationArea,hallD,exhibition,other
1012,out,mainHall,other,hallB,other,recreationArea
1013,out,out,out,out,out,out
1014,out,mainHall,out,out,out,out
1015,out,mainHall,diningHall,hallA,other,hallA
1016,out,out,out,other,other,hallA
1017,out,mainHall,diningHall,hallC,other,hallC
1018,out,mainHall,other,hallC,recreationArea,hallD
1019,out,out,out,hallA,recreationArea,hallA
1020,out,mainHall,out,out,out,out
1021,out,mainHall,other,exhibition,other,recreationArea
1022,out,other,out,out,out,out
1023,out,out,out,hallC,other,recreationArea
1024,out,mainHall,diningHall,hallB,other,recreationArea
1025,out,mainHall,diningHall,other,recreationArea,recreationArea
1026,out,out,out,hallD,exhibition,hallD
1027,out,mainHall,out,out,out,out
1028,out,mainHall,out,out,out,out
1029,out,out,out,hallD,other,hallD
1030,out,mainHall,out,out,out,out
1031,out,mainHall,diningHall,other,other,hallA
1032,out,out,out,out,out,out
1033,out,mainHall,out,out,out,out
1034,out,mainHall,diningHall,other,other,hallA
1035,out,mainHall,other,out,out,out
1036,out,out,out,out,out,out
1037,out,mainHall,out,out,out,out
1038,out,other,other,other,other,out
1039,out,other,out,out,out,out
1040,out,other,other,other,out,out
1041,out,mainHall,out,out,out,out
1042,out,out,out,hallA,hallA,hallB
1043,out,mainHall,out,out,out,out
1044,out,mainHall,other,hallD,other,recreationArea
1045,out,mainHall,out,out,out,out
1046,out,mainHall,out,out,out,out
1047,out,mainHall,diningHall,hallB,other,hallB
1048,out,other,out,out,out,out
1049,out,mainHall,diningHall,exhibition,exhibition,hallD
1050,out,mainHall,out,out,out,out
1051,out,mainHall,out,out,out,out
1052,out,mainHall,other,out,out,out
1053,out,mainHall,diningHall,hallC,other,hallB
1054,out,mainHall,diningHall,exhibition,exhibition,hallD
1055,out,mainHall,diningHall,hallD,recreationArea,other
1056,out,mainHall,out,out,out,out
1057,out,out,out,other,recreationArea,hallC
1058,out,mainHall,out,out,out,out
1059,out,mainHall,other,out,out,out
1060,out,mainHall,recreationArea,hallC,recreationArea,hallB
1061,out,out,out,hallA,other,recreationArea
1062,out,mainHall,recreationArea,exhibition,other,exhibition
1063,out,mainHall,other,other,other,exhibition
1064,out,mainHall,other,other,exhibition,other
1065,out,mainHall,other,hallC,other,hallD
1066,out,mainHall,out,out,out,out
1067,out,mainHall,recreationArea,hallB,recreationArea,other
1068,out,mainHall,other,hallD,other,hallD
1069,out,mainHall,out,out,out,out
1070,out,mainHall,out,out,out,out
1071,out,mainHall,diningHall,out,out,out
1072,other,mainHall,diningHall,hallC,other,hallC
1073,out,mainHall,diningHall,hallB,exhibition,recreationArea
1074,out,mainHall,diningHall,other,other,other
1075,out,mainHall,diningHall,hallB,other,hallB
1076,out,mainHall,diningHall,hallC,other,hallC
1077,out,out,out,other,other,hallA
1078,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1079,out,out,out,exhibition,recreationArea,hallD
1080,out,mainHall,other,hallC,hallA,other
1081,out,out,out,hallD,recreationArea,hallD
1082,out,out,out,exhibition,other,hallC
1083,out,out,out,other,other,hallA
1084,out,mainHall,other,out,out,out
1085,out,mainHall,other,out,out,out
1086,out,out,out,hallA,hallA,hallA
1087,out,out,out,out,out,out
1088,out,other,other,other,other,out
1089,out,mainHall,diningHall,hallC,recreationArea,hallD
1090,out,out,out,hallA,other,hallA
1091,out,out,out,out,out,out
1092,out,exhibition,out,out,out,out
1093,out,out,out,hallC,other,hallD
1094,out,mainHall,diningHall,hallD,recreationArea,hallD
1095,out,mainHall,out,out,out,out
1096,out,other,other,other,out,out
1097,out,other,out,out,out,out
1098,out,out,out,hallD,other,hallD
1099,out,out,out,hallA,other,other
1100,out,out,out,out,out,out
1101,out,out,out,out,out,out
1102,out,other,other,other,out,out
1103,out,mainHall,other,hallD,exhibition,hallD
1104,out,other,out,out,out,out
1105,out,out,out,hallD,other,recreationArea
1106,out,mainHall,out,out,out,out
1107,out,mainHall,out,out,out,out
1108,out,mainHall,out,out,out,out
1109,out,mainHall,out,out,out,out
1110,out,mainHall,other,hallC,recreationArea,recreationArea
1111,out,mainHall,out,out,out,out
1112,out,mainHall,other,hallC,other,hallC
1113,out,mainHall,other,hallA,other,hallB
1114,out,other,out,out,out,out
1115,out,mainHall,out,out,out,out
1116,out,mainHall,diningHall,hallA,other,hallC
1117,out,other,out,out,out,out
1118,out,out,out,hallA,recreationArea,recreationArea
1119,out,mainHall,diningHall,hallA,other,other
1120,out,other,out,out,out,out
1121,out,mainHall,other,hallA,other,other
1122,out,out,out,out,out,out
1123,out,mainHall,other,other,other,other
1124,out,mainHall,other,out,out,out
1125,out,mainHall,other,hallC,other,hallD
1126,out,mainHall,other,out,out,out
1127,out,mainHall,out,out,out,out
1128,out,mainHall,other,hallA,recreationArea,other
1129,out,mainHall,out,out,out,out
1130,out,mainHall,out,out,out,out
1131,out,mainHall,out,out,out,out
1132,out,other,other,other,out,out
1133,out,mainHall,out,out,out,out
1134,out,other,other,other,other,out
1135,out,mainHall,diningHall,other,out,out
1136,out,other,other,other,other,out
1137,out,mainHall,other,recreationArea,other,exhibition
1138,out,mainHall,other,hallC,other,hallC
1139,out,mainHall,out,out,out,out
1140,out,other,other,other,out,out
1141,out,mainHall,out,out,out,out
1142,out,mainHall,out,out,out,out
1143,out,mainHall,recreationArea,hallD,recreationArea,recreationArea
1144,out,mainHall,diningHall,hallC,other,hallC
1145,out,mainHall,diningHall,hallB,other,other
1146,out,mainHall,out,out,out,out
1147,out,out,out,hallA,other,hallB
1148,out,mainHall,diningHall,hallD,recreationArea,other
1149,out,mainHall,out,out,out,out
1150,out,out,out,hallA,other,other
1151,out,mainHall,out,out,out,out
1152,out,other,other,other,out,out
1153,out,other,out,out,out,out
1154,other,other,other,other,other,other
1155,out,exhibition,out,out,out,out
1156,out,mainHall,other,hallB,recreationArea,hallB
1157,out,out,out,exhibition,other,hallB
1158,out,out,out,out,out,out
1159,out,mainHall,out,out,out,out
1160,out,mainHall,other,hallD,recreationArea,hallD
1161,out,mainHall,other,out,out,out
1162,out,out,out,hallA,hallA,other
1163,out,other,out,out,out,out
1164,other,other,other,other,other,other
1165,out,exhibition,out,out,out,out
1166,out,other,other,other,out,out
1167,out,mainHall,out,out,out,out
1168,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1169,out,out,recreationArea,exhibition,recreationArea,other
1170,other,other,out,out,out,out
1171,out,out,out,other,other,recreationArea
1172,out,mainHall,out,out,out,out
1173,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1174,out,out,out,out,out,out
1175,out,out,out,other,recreationArea,exhibition
1176,out,mainHall,other,other,other,other
1177,out,mainHall,diningHall,other,other,hallB
1178,out,mainHall,out,out,out,out
1179,out,mainHall,out,out,out,out
1180,out,mainHall,other,out,out,out
1181,out,mainHall,out,out,out,out
1182,out,mainHall,other,out,out,out
1183,out,other,other,other,out,out
1184,out,out,out,out,out,out
1185,out,mainHall,out,out,out,out
1186,out,out,out,hallC,other,hallD
1187,out,out,out,hallC,recreationArea,hallC
1188,out,out,out,other,other,hallA
1189,out,mainHall,other,other,recreationArea,other
1190,out,mainHall,diningHall,hallD,exhibition,recreationArea
1191,out,mainHall,other,other,other,other
1192,out,mainHall,diningHall,hallC,other,hallB
1193,out,mainHall,out,out,out,out
1194,out,mainHall,other,out,out,out
1195,out,mainHall,out,out,out,out
1196,out,out,out,hallC,exhibition,hallC
1197,out,out,out,out,out,out
1198,out,mainHall,diningHall,other,other,other
1199,out,mainHall,out,out,out,out
1200,out,mainHall,diningHall,hallC,recreationArea,recreationArea
1201,out,mainHall,other,other,recreationArea,hallC
1202,out,mainHall,diningHall,hallD,recreationArea,recreationArea
1203,out,out,out,other,other,other
1204,out,mainHall,other,hallC,other,recreationArea
1205,out,mainHall,recreationArea,hallB,recreationArea,hallB
1206,out,mainHall,other,hallC,recreationArea,recreationArea
1207,out,mainHall,other,hallB,exhibition,other
1208,out,mainHall,out,out,out,out
1209,out,mainHall,diningHall,hallB,other,hallB
1210,out,mainHall,out,out,out,out
1211,out,mainHall,out,out,out,out
1212,out,out,out,out,out,out
1213,out,mainHall,out,out,out,out
1214,out,mainHall,out,out,out,out
1215,out,other,other,other,other,out
1216,out,mainHall,out,out,out,out
1217,out,mainHall,diningHall,other,recreationArea,recreationArea
1218,out,mainHall,diningHall,other,recreationArea,hallC
1219,out,mainHall,diningHall,other,other,other
1220,out,mainHall,out,out,out,out
1221,exhibition,exhibition,exhibition,exhibition,exhibition,exhibition
1222,out,out,out,other,recreationArea,recreationArea
1223,out,out,out,hallD,recreationArea,hallD
1224,out,mainHall,diningHall,hallC,recreationArea,recreationArea
1225,out,mainHall,out,out,out,out
1226,out,mainHall,out,out,out,out
1227,out,out,out,exhibition,other,recreationArea
1228,out,mainHall,other,hallC,other,hallC
1229,out,mainHall,out,out,out,out
1230,out,out,out,hallD,recreationArea,hallD
1231,out,mainHall,out,out,out,out
1232,out,out,out,hallC,recreationArea,hallA
1233,out,mainHall,out,out,out,out
1234,out,mainHall,diningHall,other,recreationArea,recreationArea
1235,out,mainHall,other,hallD,exhibition,recreationArea
1236,out,mainHall,other,out,out,out
1237,out,mainHall,diningHall,hallC,recreationArea,recreationArea
1238,out,mainHall,other,hallD,exhibition,other
1239,out,mainHall,diningHall,hallB,recreationArea,hallB
1240,out,mainHall,out,out,out,out
1241,out,out,out,out,out,out
1242,out,mainHall,recreationArea,hallB,recreationArea,hallB
1243,out,mainHall,out,out,out,out
1244,out,out,out,out,out,out
1245,out,mainHall,out,out,out,out
1246,out,out,out,other,other,other
1247,out,mainHall,other,hallB,other,other
1248,out,out,out,hallC,other,hallD
1249,out,other,other,other,out,out
1250,out,mainHall,out,out,out,out
1251,out,mainHall,out,out,out,out
1252,out,mainHall,exhibition,hallA,other,other
1253,out,mainHall,other,hallC,recreationArea,hallA
1254,out,mainHall,out,out,out,out
1255,out,mainHall,other,out,out,out
1256,out,mainHall,diningHall,other,other,other
1257,out,mainHall,other,recreationArea,recreationArea,recreationArea
1258,out,mainHall,other,other,other,other
1259,out,mainHall,other,hallC,exhibition,hallC
1260,out,mainHall,out,out,out,out
1261,out,mainHall,diningHall,other,other,hallA
1262,out,mainHall,diningHall,hallD,other,other
1263,out,mainHall,diningHall,other,other,recreationArea
1264,out,mainHall,out,out,out,out
1265,out,out,out,out,out,out
1266,out,mainHall,other,other,recreationArea,recreationArea
1267,out,out,other,hallB,hallB,hallB
1268,out,mainHall,out,out,out,out
1269,out,mainHall,other,hallA,other,other
1270,out,mainHall,diningHall,other,other,hallC
1271,out,mainHall,other,hallB,other,hallB
1272,out,mainHall,out,out,out,out
1273,out,mainHall,other,other,exhibition,other
1274,out,other,out,out,out,out
1275,out,mainHall,diningHall,other,recreationArea,hallB
1276,out,mainHall,out,out,out,out
1277,out,mainHall,out,out,out,out
1278,out,out,out,hallA,hallA,hallA
1279,out,mainHall,other,hallD,recreationArea,recreationArea
1280,out,mainHall,out,out,out,out
1281,out,mainHall,other,hallC,other,other
1282,out,other,other,other,out,out
1283,out,mainHall,recreationArea,exhibition,recreationArea,recreationArea
1284,out,mainHall,diningHall,hallB,recreationArea,hallB
1285,out,mainHall,other,other,hallA,other
1286,out,mainHall,out,out,out,out
1287,out,mainHall,diningHall,hallA,other,hallB
1288,out,mainHall,other,hallA,recreationArea,hallB
1289,out,mainHall,out,out,out,out
1290,out,mainHall,diningHall,hallC,other,recreationArea
1291,out,mainHall,out,out,out,out
1292,out,mainHall,diningHall,other,other,exhibition
1293,out,other,other,other,out,out
1294,out,mainHall,out,out,out,out
1295,out,out,out,hallA,recreationArea,hallA
1296,out,other,other,other,out,out
1297,out,mainHall,other,hallA,hallA,hallA
1298,out,out,out,other,exhibition,hallD
1299,out,mainHall,other,other,other,hallD
1300,out,mainHall,out,out,out,out
1301,out,mainHall,diningHall,hallB,other,hallB
1302,out,mainHall,out,out,out,out
1303,out,out,out,hallD,exhibition,hallD
1304,out,out,out,out,out,out
1305,out,mainHall,out,out,out,out
1306,out,out,out,hallD,other,hallD
1307,out,out,out,hallA,other,other
1308,out,out,out,hallA,recreationArea,recreationArea
1309,out,out,out,hallC,exhibition,recreationArea
1310,out,out,out,out,out,out
1311,out,mainHall,other,hallC,recreationArea,hallD
1312,out,mainHall,diningHall,hallC,hallA,hallA
1313,out,mainHall,diningHall,other,recreationArea,other
1314,out,out,out,out,out,out
1315,out,out,out,out,out,out
1316,out,out,out,hallB,hallA,hallB
1317,out,mainHall,other,hallB,exhibition,hallA
1318,out,out,out,hallC,recreationArea,other
1319,out,out,out,hallA,hallA,hallA
1320,out,mainHall,diningHall,hallC,recreationArea,recreationArea
1321,out,out,out,hallB,other,hallA
1322,out,out,out,out,out,out
1323,out,out,out,hallB,other,recreationArea
1324,out,mainHall,diningHall,hallB,recreationArea,hallB
1325,out,out,out,other,other,hallD
1326,out,out,out,hallA,other,hallA
1327,out,other,other,other,out,out
1328,out,mainHall,diningHall,hallB,hallA,hallA
1329,out,other,other,other,out,out
1330,out,mainHall,out,out,out,out
1331,out,mainHall,diningHall,hallD,recreationArea,hallD
1332,out,out,out,hallA,other,hallA
1333,out,mainHall,diningHall,hallA,recreationArea,hallB
1334,out,other,out,out,out,out
1335,out,mainHall,out,out,out,out
1336,out,out,out,other,recreationArea,hallD
1337,out,mainHall,diningHall,hallD,recreationArea,hallD
1338,out,out,out,other,other,hallC
1339,out,exhibition,recreationArea,other,hallA,recreationArea
1340,out,out,out,out,out,out
1341,out,mainHall,out,out,out,out
1342,out,out,out,hallC,recreationArea,exhibition
1343,out,mainHall,other,hallB,other,other
1344,out,out,out,hallC,other,hallC
1345,out,mainHall,recreationArea,hallD,exhibition,other
1346,out,out,out,out,out,out
1347,out,mainHall,out,out,out,out
1348,out,mainHall,diningHall,hallD,exhibition,recreationArea
1349,out,out,out,hallA,other,hallA
1350,out,out,out,hallA,other,hallA
1351,out,mainHall,out,out,out,out
1352,out,mainHall,diningHall,hallD,exhibition,recreationArea
1353,out,out,out,out,out,out
1354,out,mainHall,other,out,out,out
1355,out,other,out,out,out,out
1356,out,mainHall,diningHall,hallD,other,other
1357,other,mainHall,other,hallC,recreationArea,hallD
1358,out,out,out,other,other,hallD
1359,out,out,out,hallD,recreationArea,hallD
1360,out,mainHall,other,other,recreationArea,recreationArea
1361,out,exhibition,out,out,out,out
1362,out,mainHall,diningHall,hallC,other,hallD
1363,out,other,other,other,out,out
1364,out,exhibition,out,out,out,out
1365,out,mainHall,diningHall,hallC,other,hallC
1366,out,out,out,hallC,other,other
1367,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1368,out,other,out,out,out,out
1369,out,mainHall,out,out,out,out
1370,out,mainHall,other,out,out,out
1371,out,out,out,out,out,out
1372,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1373,out,mainHall,other,hallB,recreationArea,hallB
1374,out,mainHall,recreationArea,exhibition,other,hallC
1375,exhibition,exhibition,exhibition,exhibition,exhibition,exhibition
1376,out,out,recreationArea,hallD,recreationArea,hallD
1377,out,mainHall,diningHall,hallC,recreationArea,recreationArea
1378,out,out,out,hallB,other,hallB
1379,out,mainHall,diningHall,hallC,recreationArea,recreationArea
1380,out,out,out,other,recreationArea,recreationArea
1381,out,out,out,other,recreationArea,hallD
1382,out,out,out,exhibition,other,hallA
1383,out,out,out,hallB,other,hallA
1384,out,mainHall,other,hallD,recreationArea,recreationArea
1385,out,mainHall,diningHall,hallC,other,hallC
1386,out,mainHall,out,out,out,out
1387,out,out,out,hallC,exhibition,recreationArea
1388,out,mainHall,out,out,out,out
1389,out,mainHall,other,hallC,recreationArea,hallD
1390,out,mainHall,out,out,out,out
1391,out,mainHall,other,exhibition,recreationArea,other
1392,out,out,out,out,out,out
1393,out,mainHall,out,out,out,out
1394,out,mainHall,other,other,exhibition,hallD
1395,out,mainHall,out,out,out,out
1396,out,out,out,out,out,out
1397,out,mainHall,out,out,out,out
1398,out,out,out,out,out,out
1399,out,mainHall,diningHall,hallA,hallA,hallA
1400,out,mainHall,out,out,out,out
1401,out,mainHall,out,out,out,out
1402,out,mainHall,diningHall,hallC,recreationArea,other
1403,out,mainHall,diningHall,other,other,other
1404,out,mainHall,other,hallD,recreationArea,recreationArea
1405,out,out,out,hallD,other,hallD
1406,out,mainHall,other,other,other,other
1407,out,out,out,hallB,other,hallB
1408,out,out,out,out,out,out
1409,out,mainHall,other,exhibition,recreationArea,hallB
1410,other,other,other,other,other,other
1411,out,out,out,hallA,recreationArea,other
