,id,T,in,out,Room,Stay Time,Been Room5,Been Room6,Rooms Count,Been Room4,No Register,day
2440,12248,186.3148148148148,31160,41221,room5,142,1,0,7,0,0,3
2441,12249,64.03389830508475,45880,49658,exhibition,45,0,0,6,0,0,2
2442,12249,205.59459459459458,34100,41707,other,122,0,0,6,0,0,3
2443,12250,86.79605263157896,49630,62823,hallD,114,0,0,11,0,0,2
2444,12250,170.69767441860466,34130,41470,hallA,109,0,0,5,0,0,3
2445,12252,75.74371859296483,29480,44553,mainHall,176,0,0,10,0,0,1
2446,12252,95.53030303030305,30720,62245,mainHall,179,0,0,15,0,0,2
2447,12252,63.155,30840,43471,mainHall,109,0,0,13,0,0,3
2448,12254,81.48421052631579,48650,56391,hallD,52,0,0,7,0,0,1
2449,12254,109.71895424836602,46390,63177,hallC,103,0,0,10,0,0,2
2450,12256,73.25757575757575,46070,50905,other,43,0,0,6,0,0,2
2451,12257,81.64189189189189,32360,44443,mainHall,157,0,0,6,0,0,1
2452,12257,89.30523255813955,31920,62641,mainHall,162,0,0,13,0,0,2
2453,12257,74.37593984962406,31650,41542,mainHall,91,0,0,8,0,0,3
2454,12258,122.48507462686571,46380,62793,hallB,117,0,0,10,0,0,2
2455,12259,103.3793103448276,45050,63038,hallB,127,0,0,11,0,0,2
2456,12259,84.32222222222222,32400,39989,hallB,82,0,0,8,0,0,3
2457,12260,122.26838235294115,29460,62717,mainHall,205,0,0,15,0,1,1
2458,12260,131.093984962406,32250,67121,mainHall,175,0,0,12,0,1,2
2459,12263,133.7157894736842,50030,62733,other,126,0,0,9,0,0,2
2460,12263,147.4,33240,39873,hallC,85,0,0,6,0,0,3
2461,12265,34.326241134751776,52700,57540,other,37,0,0,6,0,0,1
2462,12269,53.4,31040,45191,mainHall,173,0,0,8,0,0,1
2463,12269,97.08088235294115,31490,44693,mainHall,168,0,0,7,0,0,2
2464,12269,102.17708333333331,31970,41779,mainHall,87,0,0,7,0,0,3
2465,12273,88.78395061728395,30770,45153,mainHall,170,0,0,9,0,0,1
2466,12273,90.29912023460408,32410,63202,mainHall,159,0,0,14,0,0,2
2467,12273,64.82122905027933,31430,43033,mainHall,132,0,0,11,0,0,3
2468,12276,127.84824902723736,30050,62907,other,261,0,0,15,0,0,1
2469,12276,108.06060606060606,31010,63104,mainHall,158,0,0,12,0,0,2
2470,12276,64.53932584269663,31710,43198,mainHall,97,0,0,12,0,0,3
2471,12277,170.61212121212122,31880,60031,room5,402,1,0,12,0,0,1
2472,12277,156.86559139784947,32020,61197,room5,411,1,0,10,0,0,2
2473,12277,221.5853658536585,32530,41615,room5,142,1,0,5,0,0,3
2474,12279,56.377049180327866,46680,50119,exhibition,27,0,0,6,0,0,2
2475,12280,95.2536231884058,48840,61985,hallD,77,0,0,11,0,0,1
2476,12281,185.04411764705884,50250,62833,hallC,170,0,0,7,0,0,1
2477,12281,99.97435897435898,32720,40518,hallB,93,0,0,8,0,0,3
2478,12286,88.52739726027397,49170,62095,hallC,82,0,0,10,0,0,1
2479,12286,79.05128205128206,47000,50083,exhibition,44,0,0,4,0,0,2
2480,12287,70.57727272727273,30990,62044,mainHall,167,0,0,16,0,0,1
2481,12287,97.11728395061728,31710,63176,mainHall,176,0,0,14,0,0,2
2482,12290,34.76470588235294,53060,57788,other,30,0,0,7,0,0,1
2483,12291,34.38053097345133,53940,57825,exhibition,43,0,0,6,0,0,1
2484,12292,84.878612716763,30530,59898,mainHall,195,0,0,13,0,0,1
2485,12292,76.34698795180722,31380,63064,mainHall,159,0,0,15,0,0,2
2486,12292,96.46315789473684,33860,43024,mainHall,57,0,0,9,0,0,3
2487,12293,74.58762886597938,29510,43980,mainHall,176,0,0,9,0,1,1
2488,12293,130.43795620437956,31990,67730,mainHall,178,0,0,14,0,1,2
2489,12293,81.66417910447761,32440,43383,mainHall,116,0,0,9,0,1,3
2490,12295,128.126213592233,49880,63077,hallA,110,0,0,9,0,0,1
2491,12295,84.5340909090909,34370,41809,hallA,65,0,0,8,0,0,3
2492,12296,96.85714285714286,45730,62680,other,198,0,0,11,0,0,2
2493,12297,143.3464566929134,45040,63245,other,184,0,0,12,0,0,2
2494,12297,151.24,33570,41132,hallA,109,0,0,6,0,0,3
2495,12299,220.49122807017542,50180,62748,hallC,164,0,0,8,0,0,1
2496,12299,79.69090909090909,46440,50823,exhibition,58,0,0,6,0,0,2
2497,12300,121.45714285714287,32520,41022,hallC,105,0,0,9,0,0,3
2498,12301,120.1127819548872,30720,62670,mainHall,171,0,0,12,0,1,1
2499,12301,106.1375,31530,65494,mainHall,156,0,0,11,0,1,2
2500,12302,58.82352941176471,45310,46310,poster,10,0,0,4,0,0,2
2501,12302,219.3636363636364,33930,41169,hallB,106,0,0,5,0,0,3
2502,12305,114.95759717314488,30310,62843,mainHall,209,0,0,13,0,0,1
2503,12305,60.644736842105246,31250,45077,mainHall,149,0,0,10,0,0,2
2504,12305,75.1875,32100,42927,mainHall,86,0,0,7,0,0,3
2505,12306,86.2027027027027,50000,62758,hallB,100,0,0,10,0,0,1
2506,12306,129.72881355932202,33210,40864,hallB,92,0,0,6,0,0,3
2507,12307,52.90825688073394,38420,44187,mainHall,53,0,0,8,0,0,1
2508,12307,94.73446327683615,46170,62938,other,102,0,0,10,0,0,2
2509,12310,50.657894736842096,46800,48725,other,30,0,0,5,0,0,2
2510,12311,93.22,30670,44653,mainHall,201,0,0,8,0,1,1
2511,12311,125.88702928870293,32700,62787,mainHall,170,0,0,11,0,1,2
2512,12311,64.35064935064935,37150,42105,mainHall,45,0,0,6,0,1,3
2513,12312,69.26842105263158,31130,44291,mainHall,155,0,0,9,0,1,1
2514,12312,128.82889733840307,31390,65272,other,203,0,0,11,0,1,2
2515,12312,83.04716981132076,32660,41463,mainHall,119,0,0,7,0,1,3
2516,12313,159.59756097560975,49110,62197,hallB,91,0,0,10,0,0,1
2517,12313,89.6,45510,50438,exhibition,39,0,0,5,0,0,2
2518,12313,240.07142857142856,34200,40922,other,110,0,0,4,0,0,3
2519,12314,209.3555555555556,32210,41631,room5,149,1,0,5,0,0,3
2520,12316,28.146341463414632,53760,57222,other,45,0,0,9,0,0,2
2521,12320,166.15425531914894,31460,62697,mainHall,179,0,0,10,0,1,1
2522,12320,125.64412811387899,31220,66526,diningHall,147,0,0,11,0,1,2
2523,12322,152.75824175824175,48710,62611,hallC,120,0,0,8,0,0,2
2524,12323,184.2868217054264,31710,55483,other,218,1,0,12,0,0,1
2525,12323,240.2842105263158,32550,55377,room5,326,1,0,9,0,0,2
2526,12323,248.45714285714286,32660,41356,other,143,1,0,5,0,0,3
2527,12324,115.91603053435117,29460,44645,mainHall,196,0,0,9,0,0,1
2528,12324,79.24022346368714,31440,45624,mainHall,170,0,0,10,0,0,2
2529,12325,88.8961038961039,30710,44400,mainHall,178,0,0,9,0,0,1
2530,12325,81.45118733509234,31360,62230,mainHall,172,0,0,14,0,0,2
2531,12325,92.89,32300,41589,mainHall,81,0,0,7,0,0,3
2532,12326,80.43291139240506,30370,62141,mainHall,194,0,0,14,0,0,1
2533,12326,96.34328358208955,30830,63105,mainHall,174,0,0,15,0,0,2
2534,12327,95.45238095238096,46930,62966,hallD,110,0,0,9,0,0,2
2535,12327,134.08695652173913,33580,39748,hallB,84,0,0,6,0,0,3
2536,12328,118.81090909090908,30370,63043,mainHall,204,0,0,13,0,0,1
2537,12328,66.06417112299465,31680,44034,mainHall,154,0,0,8,0,0,2
2538,12328,81.63909774436091,32410,43268,mainHall,99,0,0,8,0,0,3
2539,12329,33.148387096774194,35000,40138,other,46,0,0,6,0,0,1
2540,12331,92.44029850746269,49680,62067,hallD,88,0,0,10,0,0,1
2541,12331,119.14953271028035,50060,62809,hallB,103,0,0,9,0,0,2
2542,12332,85.64814814814815,33980,43230,mainHall,89,0,0,9,0,0,1
2543,12332,93.53333333333332,30770,63039,mainHall,161,0,0,15,0,0,2
2544,12337,74.52820512820513,30480,45013,mainHall,178,0,0,9,0,0,1
2545,12337,78.85496183206106,31960,62950,mainHall,159,0,0,15,0,0,2
2546,12337,56.74019607843139,31820,43395,mainHall,141,0,0,7,0,0,3
2547,12338,121.28825622775801,28860,62942,mainHall,210,0,0,15,0,0,1
2548,12338,119.68164794007492,31230,63185,mainHall,171,0,0,17,0,0,2
2549,12338,82.41818181818181,34150,43216,mainHall,101,0,0,7,0,0,3
2550,12339,318.0229885057472,32460,60128,other,256,1,0,10,0,0,1
2551,12339,255.66086956521733,31950,61351,room5,248,1,0,9,0,0,2
2552,12339,191.63157894736838,30680,41603,room5,147,1,0,6,0,0,3
2553,12340,118.08376963350786,32610,55164,room5,219,1,0,12,0,0,1
2554,12340,62.28571428571429,31680,39092,other,104,1,0,10,0,0,3
2555,12341,152.4673913043478,48660,62687,other,147,0,0,10,0,0,1
2556,12341,69.38,45640,49109,exhibition,48,0,0,5,0,0,2
2557,12342,33.78030303030303,35380,39839,other,48,0,0,7,0,0,2
2558,12343,32.9609375,53370,57589,exhibition,54,0,0,6,0,0,2
2559,12345,239.7,33930,41121,hallB,97,0,0,5,0,0,3
2560,12347,107.90517241379312,50280,62797,hallA,102,0,0,8,0,0,1
2561,12347,62.23076923076921,45150,46768,other,21,0,0,4,0,0,2
2562,12349,93.8,47050,50802,exhibition,56,0,0,4,0,0,2
2563,12355,59.78217821782178,30850,42926,other,84,0,0,12,0,0,1
2564,12355,127.65811965811966,32200,62072,mainHall,172,0,0,15,0,0,2
2565,12355,80.03305785123969,32050,41734,mainHall,80,0,0,9,0,0,3
2566,12357,51.25,30410,32460,mainHall,22,0,0,4,0,0,1
2567,12357,63.58293838862559,31020,44436,mainHall,150,0,0,11,0,0,2
2568,12357,83.61363636363636,32050,43087,mainHall,91,0,0,9,0,0,3
2569,12359,96.81470588235294,29690,62607,mainHall,164,0,0,13,0,0,1
2570,12359,65.12244897959185,47110,50301,exhibition,43,0,0,4,0,0,2
2571,12362,30.11666666666667,34730,40151,other,52,0,0,7,0,0,1
2572,12366,65.75,46430,50112,exhibition,35,0,0,5,0,0,2
2573,12366,161.6595744680851,33000,40598,hallC,103,0,0,6,0,0,3
2574,12368,48.16666666666666,35890,39936,exhibition,47,0,0,6,0,0,1
2575,12372,118.79761904761904,32050,61987,mainHall,171,0,0,15,0,0,1
2576,12372,121.50442477876106,30860,44590,mainHall,176,0,0,8,0,0,2
2577,12373,71.0625,30740,44384,mainHall,98,0,0,11,0,0,1
2578,12374,298.8709677419355,32110,59905,room5,418,1,0,9,0,0,1
2579,12374,205.9230769230769,30970,55063,room5,341,1,0,10,0,0,2
2580,12374,174.8275862068965,31140,41280,room5,142,1,0,6,0,0,3
2581,12375,94.01699716713881,28970,62158,mainHall,197,0,0,15,0,0,1
2582,12375,104.69966996699672,31280,63004,mainHall,103,0,0,14,0,0,2
2583,12376,106.88288288288288,50360,62224,hallD,100,0,0,9,0,0,1
2584,12376,69.80165289256199,45440,62332,hallD,93,0,0,12,0,0,2
2585,12376,68.52884615384616,32600,39727,hallB,76,0,0,8,0,0,3
2586,12380,96.13793103448276,45580,48368,poster,32,0,0,4,0,0,2
2587,12380,145.93617021276594,34430,41289,hallA,97,0,0,6,0,0,3
2588,12382,39.20175438596491,35180,39649,other,53,0,0,6,0,0,2
2589,12383,65.44736842105263,30070,44992,mainHall,177,0,0,12,0,0,1
2590,12383,113.07835820895521,32310,62615,mainHall,166,0,0,12,0,0,2
2591,12383,79.84827586206895,31600,43178,mainHall,99,0,0,10,0,0,3
2592,12387,80.28925619834709,33490,43205,mainHall,123,0,0,8,0,0,1
2593,12387,121.82,32620,63075,other,196,0,0,15,0,0,2
2594,12387,59.03045685279188,31290,42919,other,102,0,0,12,0,0,3
2595,12389,74.33333333333333,46590,50158,exhibition,48,0,0,5,0,0,2
2596,12389,131.859375,32730,41169,other,116,0,0,8,0,0,3
2597,12390,114.98666666666666,45880,63128,hallB,142,0,0,9,0,0,2
2598,12393,65.56172839506172,34760,45381,mainHall,121,0,0,10,0,0,2
2599,12393,78.14615384615384,31420,41579,mainHall,86,0,0,8,0,0,3
2600,12394,119.42696629213484,30730,62617,mainHall,179,0,0,15,0,0,1
2601,12396,80.5430809399478,31040,61888,mainHall,138,0,0,16,0,0,1
2602,12396,70.5873786407767,31280,45821,mainHall,161,0,0,10,0,0,2
2603,12398,79.95035460992908,33720,44993,mainHall,115,0,0,8,0,0,1
2604,12398,86.69021739130434,31230,63132,mainHall,163,0,0,15,0,0,2
2605,12399,101.12275449101796,29170,62945,mainHall,192,0,0,16,0,0,1
2606,12401,56.42857142857143,29060,37750,mainHall,61,0,0,9,0,0,1
2607,12401,110.67375886524825,31400,62610,mainHall,172,0,0,14,0,0,2
2608,12401,88.89552238805972,31360,43272,mainHall,109,0,0,9,0,0,3
2609,12402,130.32038834951456,49400,62823,other,160,0,0,9,0,0,2
2610,12403,82.63333333333334,28950,43824,mainHall,175,0,0,12,0,0,1
2611,12403,115.44444444444444,31800,62970,mainHall,169,0,0,14,0,0,2
2612,12403,50.134408602150536,33670,42995,other,76,0,0,10,0,0,3
2613,12404,112.66666666666669,30750,44608,mainHall,194,0,0,7,0,0,1
2614,12404,100.48852459016392,32540,63189,mainHall,156,0,0,14,0,0,2
2615,12405,90.12903225806451,29310,37692,mainHall,104,0,0,7,0,0,1
2616,12405,112.76,31890,62899,other,192,0,0,14,0,0,2
2617,12405,77.77083333333333,32140,43339,mainHall,121,0,0,7,0,0,3
2618,12406,134.09345794392522,30430,44778,mainHall,202,0,0,8,0,0,1
2619,12406,81.61246612466124,31750,61865,mainHall,165,0,0,15,0,0,2
2620,12406,43.76811594202898,31980,35000,mainHall,31,0,0,7,0,0,3
2621,12407,118.932384341637,29440,62860,mainHall,207,0,0,15,0,0,1
2622,12407,92.23952095808384,31920,62728,other,164,0,0,15,0,0,2
2623,12408,91.52876712328766,29450,62858,mainHall,203,0,0,14,0,0,1
2624,12408,96.48874598070739,32110,62118,other,188,0,0,15,0,0,2
2625,12408,66.85798816568047,31860,43159,mainHall,78,0,0,10,0,0,3
2626,12410,54.21621621621622,45910,47916,other,19,0,0,5,0,0,2
2627,12413,108.609375,30820,44722,mainHall,196,0,0,8,0,0,1
2628,12413,81.72514619883043,32190,46165,mainHall,170,0,0,8,0,0,2
2629,12414,80.63905325443787,48990,62618,hallC,96,0,0,10,0,0,1
2630,12414,70.44897959183673,33430,40334,hallB,68,0,0,8,0,0,3
2631,12415,33.81578947368421,35470,39325,other,38,0,0,6,0,0,2
2632,12420,100.97832817337459,30060,62676,mainHall,205,0,0,16,0,0,1
2633,12420,95.12232415902142,30870,61975,mainHall,131,0,0,15,0,0,2
2634,12420,34.49090909090909,41540,43437,mainHall,19,0,0,6,0,0,3
2635,12422,93.63333333333334,32220,63119,mainHall,158,0,0,13,0,0,2
2636,12422,79.96,31990,41985,mainHall,83,0,0,9,0,0,3
2637,12423,89.80952380952381,33220,40764,hallB,94,0,0,7,0,0,3
2638,12425,117.68367346938776,31350,65949,mainHall,175,0,0,13,0,1,2
2639,12425,115.1951219512195,32380,41826,mainHall,85,0,0,8,0,1,3
2640,12426,392.73333333333335,39360,62924,other,317,0,1,5,0,0,1
2641,12426,406.66666666666674,39740,62920,other,319,0,1,6,0,0,2
2642,12426,88.10588235294121,34120,41609,other,93,0,1,6,0,0,3
2643,12429,40.87837837837838,29030,35080,mainHall,56,0,0,9,0,0,1
2644,12429,57.23899371069182,31060,40161,other,54,0,0,10,0,0,2
2645,12432,64.96385542168674,33420,44204,mainHall,59,0,0,10,0,0,1
2646,12432,70.29729729729729,32650,37852,mainHall,73,0,0,6,0,0,2
2647,12433,144.8793103448276,33310,41713,other,133,0,0,6,0,0,3
2648,12434,88.26285714285713,29200,44646,mainHall,185,0,0,10,0,0,1
2649,12434,92.49238578680205,32470,50691,mainHall,163,0,0,10,0,0,2
2650,12434,58.36764705882353,30970,42877,mainHall,96,0,0,11,0,0,3
2651,12436,98.156050955414,31290,62111,mainHall,174,0,0,14,0,0,1
2652,12436,79.51234567901234,31360,44241,mainHall,164,0,0,10,0,0,2
2653,12436,74.75324675324677,30750,42262,mainHall,92,0,0,10,0,0,3
2654,12439,90.54140127388537,30360,44575,mainHall,185,0,0,8,0,0,1
2655,12439,111.63468634686348,32400,62653,other,203,0,0,14,0,0,2
2656,12439,67.125,32660,43400,mainHall,139,0,0,7,0,0,3
2657,12440,74.1086956521739,46810,50219,other,31,0,0,5,0,0,2
2658,12440,75.47222222222223,32580,40731,hallB,59,0,0,7,0,0,3
2659,12442,97.12921348314607,32290,66868,mainHall,165,0,0,13,0,1,2
2660,12442,101.50537634408602,32250,41690,mainHall,87,0,0,8,0,1,3
2661,12443,70.41798941798943,31240,44549,mainHall,174,0,0,10,0,0,1
2662,12443,97.99691358024693,31300,63051,mainHall,172,0,0,14,0,0,2
2663,12443,75.5506329113924,30920,42857,mainHall,88,0,0,10,0,0,3
2664,12444,85.0989010989011,29610,45098,mainHall,198,0,0,9,0,0,1
2665,12444,103.49193548387095,32090,44923,mainHall,175,0,0,8,0,0,2
2666,12444,83.02290076335878,32210,43086,mainHall,91,0,0,7,0,0,3
2667,12445,87.75167785234898,32090,45165,mainHall,168,0,0,8,0,0,1
2668,12445,99.95583596214512,31120,62806,other,202,0,0,13,0,0,2
2669,12445,103.15625,31760,41663,mainHall,83,0,0,7,0,0,3
2670,12446,51.5625,46180,47830,other,23,0,0,5,0,0,2
2671,12447,122.85384615384615,30300,62242,mainHall,190,0,0,15,0,0,1
2672,12449,96.65853658536585,38910,42873,mainHall,51,0,0,5,0,1,1
2673,12449,130.60727272727271,31700,67617,mainHall,171,0,0,14,0,1,2
2674,12455,77.15094339622641,46600,50689,exhibition,35,0,0,5,0,0,2
2675,12456,130.49242424242425,46020,63245,hallB,123,0,0,10,0,0,2
2676,12457,100.972049689441,30430,62943,mainHall,201,0,0,13,0,0,1
2677,12457,68.29113924050633,32610,38005,mainHall,67,0,0,6,0,0,2
2678,12458,87.38356164383562,50070,62828,hallA,109,0,0,9,0,0,1
2679,12458,68.14893617021275,46940,50143,exhibition,45,0,0,4,0,0,2
2680,12458,103.72857142857143,33230,40491,hallB,65,0,0,8,0,0,3
2681,12459,116.35576923076924,31950,44051,mainHall,160,0,0,7,0,0,2
2682,12459,92.20952380952382,32140,41822,mainHall,84,0,0,9,0,0,3
2683,12461,40.75862068965517,46350,47532,other,18,0,0,4,0,0,2
2684,12463,131.01639344262296,28890,44874,mainHall,203,0,0,9,0,0,1
2685,12463,104.67647058823529,30740,44976,mainHall,174,0,0,6,0,0,2
2686,12463,71.84615384615384,31270,41544,exhibition,78,0,0,9,0,0,3
2687,12468,49.26315789473684,46510,50254,exhibition,41,0,0,8,0,0,2
2688,12468,163.8409090909091,33580,40789,hallB,94,0,0,6,0,0,3
2689,12469,84.94375,49300,62891,other,99,0,0,9,0,0,1
2690,12469,77.23333333333333,45540,50174,exhibition,51,0,0,6,0,0,2
2691,12469,145.53488372093022,34300,40558,other,95,0,0,7,0,0,3
2692,12470,253.02061855670104,30630,55173,other,229,1,0,9,0,0,1
2693,12470,196.9090909090909,31450,55276,room5,328,1,0,10,0,0,2
2694,12470,204.0851063829787,31600,41192,other,152,1,0,6,0,0,3
2695,12472,92.31666666666666,28900,62134,mainHall,206,0,0,15,0,0,1
2696,12472,97.34069400630915,32120,62977,mainHall,160,0,0,14,0,0,2
2697,12472,57.62105263157895,31800,42748,mainHall,84,0,0,9,0,0,3
2698,12473,99.0030303030303,29960,62631,mainHall,207,0,0,15,0,0,1
2699,12473,104.79865771812081,31520,62750,other,211,0,0,15,0,0,2
2700,12473,64.860103626943,30770,43288,mainHall,142,0,0,10,0,0,3
2701,12474,98.82300884955751,29360,62861,mainHall,196,0,0,13,0,0,1
2702,12474,94.65384615384615,31770,44075,mainHall,162,0,0,6,0,0,2
2703,12474,52.26666666666666,31540,43300,exhibition,59,0,0,13,0,0,3
2704,12478,101.296875,49730,62696,hallA,112,0,0,10,0,0,1
2705,12478,111.63194444444444,47080,63155,hallD,119,0,0,8,0,0,2
2706,12479,146.27083333333334,33950,40971,other,59,0,0,5,0,0,3
2707,12480,72.84164859002169,28970,62550,mainHall,176,0,0,16,0,0,1
2708,12480,135.47413793103448,31780,63210,other,201,0,0,15,0,0,2
2709,12480,73.02898550724638,31660,41738,mainHall,98,0,0,7,0,0,3
2710,12486,132.6,29270,44519,mainHall,200,0,0,6,0,0,1
2711,12486,87.8208092485549,32390,62776,mainHall,162,0,0,13,0,0,2
2712,12488,121.45454545454544,49600,62960,other,150,0,0,12,0,0,1
2713,12488,37.2469135802469,46020,49037,exhibition,36,0,0,8,0,0,2
2714,12489,55.925925925925924,45810,50340,exhibition,52,0,0,7,0,0,2
2715,12489,69.11009174311928,33110,40643,hallC,95,0,0,9,0,0,3
2716,12490,28.33793103448276,53740,57849,other,38,0,0,9,0,0,1
2717,12492,98.24213836477988,30970,62211,mainHall,181,0,0,15,0,0,1
2718,12492,77.16467780429595,30850,63182,mainHall,116,0,0,17,0,0,2
2719,12493,124.01659751037344,32500,62388,mainHall,162,0,0,14,0,0,1
2720,12493,111.54063604240282,31080,62646,mainHall,167,0,0,13,0,0,2
2721,12493,73.4846625766871,30780,42758,other,84,0,0,9,0,0,3
2722,12496,69.49717514124293,32450,44751,mainHall,150,0,0,11,0,0,1
2723,12496,98.14906832298136,31440,63044,mainHall,166,0,0,15,0,0,2
2724,12498,112.41841004184099,35220,62088,mainHall,118,0,0,13,0,0,2
2725,12498,95.3,32400,41930,mainHall,80,0,0,7,0,0,3
2726,12500,81.76253298153034,31050,62038,mainHall,169,0,0,15,0,0,2
2727,12500,83.36,31550,41970,mainHall,86,0,0,9,0,0,3
2728,12501,81.88973384030419,41290,62827,other,190,0,0,15,0,0,2
2729,12501,109.15151515151516,34380,41584,hallB,72,0,0,9,0,0,3
2730,12504,100.81944444444444,30680,45198,mainHall,179,0,0,8,0,0,1
2731,12504,53.927007299270066,32000,46776,mainHall,155,0,0,13,0,0,2
2732,12508,38.3828125,35090,40003,exhibition,59,0,0,7,0,0,1
2733,12509,134.79166666666666,30510,62860,mainHall,201,0,0,15,0,0,1
2734,12509,107.15034965034964,31490,62135,mainHall,177,0,0,15,0,0,2
2735,12511,199.38888888888889,34040,41218,hallC,108,0,0,6,0,0,3
2736,12513,92.40963855421688,29680,45020,mainHall,196,0,0,10,0,0,1
2737,12513,114.4810606060606,31910,62133,mainHall,166,0,0,14,0,0,2
2738,12517,92.36235955056179,29960,62841,mainHall,199,0,0,15,0,0,1
2739,12517,67.98113207547169,30850,45262,mainHall,148,0,0,11,0,0,2
2740,12517,63.24479166666666,31320,43463,mainHall,97,0,0,12,0,0,3
2741,12520,38.05645161290322,52480,57199,other,42,0,0,6,0,0,2
2742,12521,31.348837209302324,52450,57842,exhibition,57,0,0,7,0,0,2
2743,12522,78.55555555555556,46480,50722,other,37,0,0,4,0,0,2
2744,12523,109.5016393442623,29190,62588,mainHall,194,0,0,15,0,0,1
2745,12523,108.06504065040647,30880,44172,mainHall,160,0,0,7,0,0,2
2746,12524,71.30851063829788,31080,44486,mainHall,179,0,0,8,0,0,1
2747,12524,105.472,31380,44564,mainHall,176,0,0,8,0,0,2
2748,12524,97.59405940594057,31590,41447,mainHall,92,0,0,7,0,0,3
2749,12527,59.00384615384616,30710,46051,mainHall,190,0,0,10,0,0,1
2750,12527,92.81008902077153,32010,63287,mainHall,169,0,0,14,0,0,2
2751,12527,56.1244019138756,31650,43380,mainHall,142,0,0,11,0,0,3
2752,12528,101.656050955414,29080,45040,mainHall,167,0,0,10,0,0,1
2753,12528,102.63565891472868,30820,44060,mainHall,161,0,0,8,0,0,2
2754,12528,90.3688524590164,31850,42875,mainHall,90,0,0,10,0,0,3
2755,12530,86.484375,37530,43065,poster,40,0,0,7,0,0,1
2756,12530,48.605263157894754,41360,45054,exhibition,39,0,0,7,0,0,2
2757,12532,103.37956204379564,49000,63163,hallC,162,0,0,9,0,0,1
2758,12532,155.0204081632653,34080,41676,hallC,103,0,0,6,0,0,3
2759,12534,83.8763440860215,28760,44361,mainHall,164,0,0,11,0,0,1
2760,12534,79.91566265060241,31480,44746,mainHall,169,0,0,12,0,0,2
2761,12534,93.81578947368419,30730,41425,mainHall,87,0,0,7,0,0,3
2762,12535,69.15714285714286,45790,50631,exhibition,44,0,0,6,0,0,2
2763,12536,86.93700787401575,29460,62583,hallB,135,0,0,15,0,0,1
2764,12536,66.17105263157895,45620,50649,exhibition,57,0,0,6,0,0,2
2765,12539,79.21739130434783,39980,43624,other,48,0,0,5,0,0,2
2766,12539,148.53488372093022,34150,40537,hallB,73,0,0,6,0,0,3
2767,12543,101.54166666666669,30310,61991,mainHall,205,0,0,14,0,0,1
2768,12543,117.56862745098042,32360,44352,mainHall,162,0,0,6,0,0,2
2769,12543,59.49473684210525,31740,37392,exhibition,46,0,0,7,0,0,3
2770,12548,101.9761904761905,32270,45119,mainHall,172,0,0,9,0,0,1
2771,12548,77.47474747474747,30870,46210,mainHall,171,0,0,10,0,0,2
2772,12548,76.94160583941607,32360,42901,mainHall,84,0,0,10,0,0,3
2773,12551,121.25830258302582,30010,62871,mainHall,198,0,0,14,0,0,1
2774,12551,98.26332288401257,30720,62066,mainHall,161,0,0,15,0,0,2
2775,12553,118.69166666666666,48770,63013,hallB,92,0,0,11,0,0,2
2776,12554,66.99137931034483,29390,44932,mainHall,100,0,0,11,0,0,1
2777,12554,93.0625,30590,43991,mainHall,139,0,0,10,0,0,2
2778,12554,86.05982905982907,31450,41519,mainHall,88,0,0,8,0,0,3
2779,12555,125.83928571428572,30160,44254,mainHall,208,0,0,6,0,1,1
2780,12555,130.10638297872342,31420,61995,other,201,0,0,13,0,1,2
2781,12557,75.74013157894737,38960,61985,recreationArea,137,0,0,14,0,0,1
2782,12557,69.76595744680851,46890,50169,exhibition,47,0,0,5,0,0,2
2783,12558,206.1846153846154,49510,62912,hallD,124,0,0,7,0,0,2
2784,12558,133.6511627906977,33500,39247,hallC,49,0,0,6,0,0,3
2785,12563,74.965,29840,44833,mainHall,195,0,0,10,0,0,1
2786,12563,91.60960960960958,32380,62886,other,163,0,0,14,0,0,2
2787,12564,108.52117263843648,29520,62836,mainHall,208,0,0,15,0,0,1
2788,12564,53.5875486381323,31440,45212,mainHall,143,0,0,11,0,0,2
2789,12564,85.08064516129029,32480,43030,mainHall,120,0,0,8,0,0,3
2790,12568,107.8148148148148,29740,44295,mainHall,200,0,0,7,0,0,1
2791,12568,115.73764258555131,32450,62889,other,141,0,0,14,0,0,2
2792,12570,165.25675675675674,31320,55778,room5,323,1,0,10,0,0,1
2793,12570,162.0625,32280,55617,room5,175,1,0,10,0,0,2
2794,12570,176.35849056603774,31930,41277,room5,142,1,0,6,0,0,3
2795,12571,77.1045197740113,34810,62105,mainHall,118,0,0,15,0,0,2
2796,12571,67.79375,30900,41747,mainHall,68,0,0,8,0,0,3
2797,12572,71.87301587301587,46360,50888,exhibition,55,0,0,5,0,0,2
2798,12573,284.62015503875966,26110,62826,other,585,0,1,6,0,0,1
2799,12573,481.1428571428572,27700,71484,other,672,0,1,5,0,0,2
2800,12573,193.6395348837209,28240,44893,other,240,0,1,6,0,0,3
2801,12574,64.35099337748345,35020,44737,mainHall,117,0,0,9,0,1,1
2802,12574,155.0275229357798,32160,65956,mainHall,167,0,0,11,0,1,2
2803,12574,58.064516129032256,32860,38260,mainHall,46,0,0,7,0,1,3
2804,12575,92.05294117647058,31600,62898,mainHall,129,0,0,13,0,0,2
2805,12575,97.19191919191921,32560,42182,mainHall,80,0,0,7,0,0,3
2806,12576,73.47402597402598,31750,43065,mainHall,145,0,0,8,0,0,1
2807,12576,108.81605351170569,30610,63146,other,189,0,0,15,0,0,2
